2022 Federal Election House of Representatives First Preferences By Candidate By Vote Type [Event:27966 Phase:FinalResults Generated:2022-07-19T10:29:59 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
QLD,177,Ryan,37370,WATSON-BROWN,Elizabeth,6,Y,N,GRN,Queensland Greens,22451,1327,104,1142,4979,30003,9.86
QLD,177,Ryan,37271,COSSAR,Peter,7,N,N,ALP,Australian Labor Party,15895,865,55,872,4459,22146,-2.13
QLD,177,Ryan,37496,SIMMONDS,Julian,8,N,Y,LNP,Liberal National Party of Queensland,26427,1013,67,1344,9388,38239,-10.11
QLD,177,Ryan,37767,DANCOISNE,Axel,9,N,N,CYA,Australian Federation Party,244,18,2,18,71,353,0.36
QLD,177,Ryan,999,Informal,Informal,999,N,N,,Informal,2272,181,12,162,513,3140,0.66
QLD,178,Wide Bay,37685,JACOBI,Kelli,1,N,N,IND,Independent,3310,106,14,195,481,4106,4.29
QLD,178,Wide Bay,38238,BUCKLEY,Nathan,2,N,N,ON,Pauline Hanson's One Nation,7620,305,18,462,1360,9765,-0.63
QLD,178,Wide Bay,36019,BENNETT,Tracy,3,N,N,UAPP,United Australia Party,3598,169,8,182,449,4406,0.99
QLD,178,Wide Bay,37371,ARMSTRONG,Craig,4,N,N,GRN,Queensland Greens,6876,422,20,504,1266,9088,-0.44
QLD,178,Wide Bay,37506,O'BRIEN,Llew,5,Y,Y,LNP,Liberal National Party of Queensland,31140,624,52,1673,8112,41601,-3.62
QLD,178,Wide Bay,37684,WOODWARD,John,6,N,N,CYA,Australian Federation Party,400,15,2,24,60,501,0.52
QLD,178,Wide Bay,32076,JEROME,Tim,7,N,N,IND,Independent,2133,77,12,105,410,2737,-1.64
QLD,178,Wide Bay,37269,WILLIAMS,Geoff,8,N,N,ALP,Australian Labor Party,16008,373,38,860,3066,20345,-0.49
QLD,178,Wide Bay,37375,WILLIAMS,Daniel,9,N,N,AUVA,Australian Values Party,817,31,2,26,181,1057,1.1
QLD,178,Wide Bay,37163,NEWLAND,Andrea,10,N,N,IMO,Informed Medical Options Party,1683,63,6,90,255,2097,2.19
QLD,178,Wide Bay,999,Informal,Informal,999,N,N,,Informal,5595,193,15,269,497,6569,1.68
QLD,316,Wright,37500,BUCHHOLZ,Scott,1,Y,Y,LNP,Liberal National Party of Queensland,31644,1470,80,2058,10501,45753,-1.73
QLD,316,Wright,36014,DUFFILL,Cassandra Deanne,2,N,N,UAPP,United Australia Party,6498,471,29,424,1281,8703,3.32
QLD,316,Wright,38240,HICKS,Keith,3,N,N,ON,Pauline Hanson's One Nation,10749,760,42,733,2811,15095,0.24
QLD,316,Wright,37737,BANASIAK,Shonna-Lee,4,N,N,CYA,Australian Federation Party,1146,88,9,74,315,1632,1.54
QLD,316,Wright,37270,McCREADIE,Pam,5,N,N,ALP,Australian Labor Party,16144,954,55,1044,4446,22643,2.63
QLD,316,Wright,37372,THOMPSON,Nicole,6,N,N,GRN,Queensland Greens,8336,838,41,697,2195,12107,4.26
QLD,316,Wright,999,Informal,Informal,999,N,N,,Informal,2820,183,17,111,602,3733,-2.68
SA,179,Adelaide,37049,GRANTHAM,Amy,1,N,N,LP,Liberal,26365,1814,176,901,6824,36080,-4.16
SA,179,Adelaide,36973,GEORGANAS,Steve,2,Y,Y,ALP,Australian Labor Party,33773,2114,308,1153,7738,45086,-0.29
SA,179,Adelaide,36094,ALLWOOD,Sean,3,N,N,UAPP,United Australia Party,2290,243,23,96,403,3055,-0.54
SA,179,Adelaide,36053,McMILLAN,Matthew,4,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",1182,119,10,46,274,1631,1.45
SA,179,Adelaide,36463,GALDIES,Rebecca,5,N,N,GRN,The Greens,17671,1502,131,664,2698,22666,4.38
SA,179,Adelaide,37714,GERHARD,Faith,6,N,N,CYA,Australian Federation Party,649,61,4,18,138,870,0.77
SA,179,Adelaide,36885,ALLWOOD,Gayle,7,N,N,ON,Pauline Hanson's One Nation,2362,276,19,123,596,3376,2.99
SA,179,Adelaide,999,Informal,Informal,999,N,N,,Informal,3407,287,41,78,625,4438,0.09
SA,180,Barker,37705,PIETZSCH,Jonathan,1,N,N,NP,National Party,2069,77,11,80,294,2531,-0.26
SA,180,Barker,36904,QUAREMBA,Carlos,2,N,N,ON,Pauline Hanson's One Nation,5751,229,26,181,771,6958,6.58
SA,180,Barker,37822,PANNELL,Vince,3,N,N,IND,Independent,1611,56,9,52,185,1913,1.81
SA,180,Barker,37830,FRY,Maddy,4,N,N,IND,Independent,2718,85,17,70,300,3190,3.02
SA,180,Barker,36466,HILLAM,Rosa,5,N,N,GRN,The Greens,6461,342,18,244,776,7841,0.57
SA,180,Barker,37083,PASIN,Tony,6,Y,Y,LP,Liberal,46334,1077,105,1257,7557,56330,-4.64
SA,180,Barker,36103,SWIGGS,David,7,N,N,UAPP,United Australia Party,3671,112,10,87,342,4222,-1.93
SA,180,Barker,36977,BRAES,Mark,8,N,N,ALP,Australian Labor Party,18251,523,44,505,2731,22054,-0.16
SA,180,Barker,37711,HANTON,Kym,9,N,N,CYA,Australian Federation Party,635,23,1,24,77,760,0.72
SA,180,Barker,999,Informal,Informal,999,N,N,,Informal,7042,211,24,143,489,7909,1.39
SA,182,Boothby,36472,CARTER,Jeremy,1,N,N,GRN,The Greens,13410,1077,94,608,2096,17285,3.24
SA,182,Boothby,36100,CLARK,Graeme,2,N,N,UAPP,United Australia Party,1882,191,10,125,312,2520,0.33
SA,182,Boothby,37718,HARRIS,Peter,3,N,N,CYA,Australian Federation Party,408,33,2,19,81,543,0.48
SA,182,Boothby,36915,NIKOLIC,Aleksandra,4,N,N,LDP,Liberal Democrats,899,91,7,68,185,1250,1.1
SA,182,Boothby,37734,BUSUTTIL,Paul,5,N,N,IND,Independent,828,58,2,26,134,1048,0.92
SA,182,Boothby,36600,BRAY,Frankie,6,N,N,AJP,Animal Justice Party,940,69,6,67,276,1358,-1.23
SA,182,Boothby,37059,SWIFT,Rachel,7,N,N,LP,Liberal,31942,1240,112,991,8911,43196,-7.2
SA,182,Boothby,37700,DYER,Jo,8,N,N,IND,Independent,5925,239,35,143,1099,7441,6.54
SA,182,Boothby,36979,MILLER-FROST,Louise,9,Y,N,ALP,Australian Labor Party,27948,1227,170,940,6461,36746,-2.31
SA,182,Boothby,36872,COUCH,Bob,10,N,N,ON,Pauline Hanson's One Nation,1655,161,12,100,392,2320,2.04
SA,182,Boothby,999,Informal,Informal,999,N,N,,Informal,4106,315,35,170,663,5289,-0.26
SA,183,Grey,36476,WHITE,Tim,1,N,N,GRN,The Greens,5549,378,36,294,737,6994,2.18
SA,183,Grey,36099,WATERS,Suzanne,2,N,N,UAPP,United Australia Party,4958,173,17,165,468,5781,1.85
SA,183,Grey,36911,MILLER,Peter,3,N,N,LDP,Liberal Democrats,1121,68,4,81,153,1427,1.38
SA,183,Grey,37725,HABERMANN,Liz,4,N,N,IND,Independent,9508,198,25,295,1587,11613,11.26
SA,183,Grey,36978,WATSON,Julie,5,N,N,ALP,Australian Labor Party,18050,520,70,740,2688,22068,-1.43
SA,183,Grey,36877,WHITE,Kerry Ann,6,N,N,ON,Pauline Hanson's One Nation,5106,176,31,275,864,6452,-2.43
SA,183,Grey,37715,DEMPSEY,Tracey,7,N,N,CYA,Australian Federation Party,627,17,2,21,54,721,0.7
SA,183,Grey,32089,CARMODY,Richard,8,N,N,IND,Independent,1033,37,11,55,196,1332,-0.45
SA,183,Grey,37069,RAMSEY,Rowan,9,Y,Y,LP,Liberal,36828,939,92,1315,7556,46730,-5.33
SA,183,Grey,999,Informal,Informal,999,N,N,,Informal,6713,211,25,190,535,7674,0.02
SA,185,Hindmarsh,36478,O'SULLIVAN,Patrick,1,N,N,GRN,The Greens,12063,826,98,538,1785,15310,2.89
SA,185,Hindmarsh,37075,FINIZIO,Anna,2,N,N,LP,Liberal,27032,988,134,893,7025,36072,-4.06
SA,185,Hindmarsh,36888,JOHNSON,Walter,3,N,N,ON,Pauline Hanson's One Nation,3286,211,30,145,669,4341,3.93
SA,185,Hindmarsh,36984,BUTLER,Mark,4,Y,Y,ALP,Australian Labor Party,35769,1323,202,1034,8219,46547,-0.91
SA,185,Hindmarsh,37706,RICHARDS,Dianne,5,N,N,CYA,Australian Federation Party,531,30,4,12,76,653,0.59
SA,185,Hindmarsh,36412,MELISSOURGOS,George,6,N,N,UAPP,United Australia Party,3064,229,19,111,473,3896,-0.81
SA,185,Hindmarsh,37179,WITT,Jamie,7,N,N,GAP,The Great Australian Party,976,48,7,32,121,1184,1.07
SA,185,Hindmarsh,36610,PASTRO,Matt,8,N,N,AJP,Animal Justice Party,1715,129,19,60,417,2340,-0.83
SA,185,Hindmarsh,999,Informal,Informal,999,N,N,,Informal,5494,324,52,150,666,6686,1.39
SA,186,Kingston,37780,DE JONGE,Rob,1,N,N,IND,Independent,2246,173,10,97,437,2963,2.71
SA,186,Kingston,36859,GODFREY-BROWN,Robert,2,N,N,ON,Pauline Hanson's One Nation,4108,252,27,199,727,5313,4.86
SA,186,Kingston,36415,JACKSON,Russell,3,N,N,UAPP,United Australia Party,3472,230,19,127,473,4321,-1.02
SA,186,Kingston,36983,RISHWORTH,Amanda,4,Y,Y,ALP,Australian Labor Party,41514,1516,189,1259,9332,53810,-1.38
SA,186,Kingston,36464,PHOTAKIS,John,5,N,N,GRN,The Greens,10683,789,47,386,1698,13603,3.24
SA,186,Kingston,37713,ENRIGHT,Sam,6,N,N,CYA,Australian Federation Party,854,42,6,31,146,1079,0.99
SA,186,Kingston,37071,BOURNE,Kathleen,7,N,N,LP,Liberal,20600,771,58,886,5958,28273,-5.87
SA,186,Kingston,999,Informal,Informal,999,N,N,,Informal,3459,194,24,106,553,4336,-0.3
SA,187,Makin,37712,LAZOOTIN,Abram Nicholas,1,N,N,CYA,Australian Federation Party,1500,124,17,60,206,1907,1.77
SA,187,Makin,36991,ZAPPIA,Tony,2,Y,Y,ALP,Australian Labor Party,38511,2005,222,1179,7926,49843,-2.12
SA,187,Makin,36411,DROZDOFF,Kimberley,3,N,N,UAPP,United Australia Party,3683,303,22,124,506,4638,-2.13
SA,187,Makin,36871,VAID,Rajan,4,N,N,ON,Pauline Hanson's One Nation,3802,309,39,150,797,5097,4.74
SA,187,Makin,37052,HOWARD-JONES,Alan,5,N,N,LP,Liberal,25686,1039,125,774,6216,33840,-1.44
SA,187,Makin,36468,MUSTACA,Emma,6,N,N,GRN,The Greens,9656,792,56,364,1449,12317,2.81
SA,187,Makin,999,Informal,Informal,999,N,N,,Informal,3728,274,51,78,508,4639,-0.36
SA,188,Mayo,36988,BELL,Marisa,1,N,N,ALP,Australian Labor Party,16615,811,67,966,2592,21051,4.45
SA,188,Mayo,36606,CHAPLIN,Padma,2,N,N,AJP,Animal Justice Party,1509,75,16,80,249,1929,-0.38
SA,188,Mayo,36913,VAN RAALTE,Jacob,3,N,N,LDP,Liberal Democrats,1119,80,9,73,143,1424,1.23
SA,188,Mayo,37710,SHARKIE,Rebekha,4,Y,Y,XEN,Centre Alliance,29479,606,92,993,5330,36500,-2.78
SA,188,Mayo,36474,ELLIOTT,Greg,5,N,N,GRN,The Greens,10986,713,69,652,1285,13705,2.53
SA,188,Mayo,37057,BLUCK,Allison,6,N,N,LP,Liberal,24551,878,67,1272,4643,31411,-10.62
SA,188,Mayo,36423,McGRAIL,Samantha,7,N,N,UAPP,United Australia Party,3369,192,16,148,364,4089,0.33
SA,188,Mayo,36875,SCOTT,Tonya,8,N,N,ON,Pauline Hanson's One Nation,3808,196,21,190,560,4775,4.11
SA,188,Mayo,37708,NEUGEBAUER,Mark,9,N,N,CYA,Australian Federation Party,1098,37,9,36,150,1330,1.14
SA,188,Mayo,999,Informal,Informal,999,N,N,,Informal,5167,271,20,207,511,6176,2
SA,325,Spence,36429,WARREN,Alvin Eric,1,N,N,UAPP,United Australia Party,5655,417,57,230,799,7158,-0.3
SA,325,Spence,36990,BURNELL,Matt,2,Y,N,ALP,Australian Labor Party,36565,1502,318,1077,7134,46596,-7.1
SA,325,Spence,36479,DEEX,David,3,N,N,GRN,The Greens,9423,712,84,337,1496,12052,4.14
SA,325,Spence,37717,BAWDEN,Matilda,4,N,N,CYA,Australian Federation Party,1323,91,17,41,264,1736,1.63
SA,325,Spence,37061,LOCK,Shawn,5,N,N,LP,Liberal,20179,896,122,748,5208,27153,-0.27
SA,325,Spence,36883,CHAMPION,Linda,6,N,N,ON,Pauline Hanson's One Nation,8935,495,64,275,1763,11532,10.86
SA,325,Spence,999,Informal,Informal,999,N,N,,Informal,4588,266,44,99,537,5534,-1.03
SA,190,Sturt,36481,McCUSKER,Katie,1,N,N,GRN,The Greens,14256,1096,113,597,2392,18454,5.21
SA,190,Sturt,36996,BARAM,Sonja,2,N,N,ALP,Australian Labor Party,26211,1204,149,944,6020,34528,0.8
SA,190,Sturt,37703,SCHMIDT,Chris,3,N,N,TNL,TNL,167,23,0,11,50,251,0.22
SA,190,Sturt,36887,ALLWOOD,Alexander,4,N,N,ON,Pauline Hanson's One Nation,2119,184,14,93,483,2893,2.57
SA,190,Sturt,37702,FULCO,Angela,5,N,N,AUP,Australian Progressives,333,25,2,18,79,457,-0.1
SA,190,Sturt,36432,GRANT,Stephen,6,N,N,UAPP,United Australia Party,2348,208,12,101,339,3008,0.25
SA,190,Sturt,37716,SCARBOROUGH,Kathy,7,N,N,CYA,Australian Federation Party,591,47,4,14,99,755,0.67
SA,190,Sturt,36595,SHERLOCK,David,8,N,N,AJP,Animal Justice Party,1017,96,8,51,359,1531,-0.34
SA,190,Sturt,36920,McMAHON,Thomas,9,N,N,LDP,Liberal Democrats,845,85,5,40,172,1147,1.02
SA,190,Sturt,37783,ELHAM,Inty,10,N,N,DPDA,Drew Pavlou Democratic Alliance,848,46,8,17,88,1007,0.89
SA,190,Sturt,37067,STEVENS,James,11,Y,Y,LP,Liberal,36238,1338,184,1104,9715,48579,-7.43
SA,190,Sturt,999,Informal,Informal,999,N,N,,Informal,5178,389,38,189,747,6541,0.12
TAS,192,Bass,36070,RAZAY,George,1,N,N,IND,Independent,2743,83,10,73,541,3450,5.03
TAS,192,Bass,37348,SALT,Bob,2,N,N,JLN,Jacqui Lambie Network,3497,115,20,102,853,4587,6.69
TAS,192,Bass,37287,ROSOL,Cecily,3,N,N,GRN,The Greens,6238,214,22,232,908,7614,0.62
TAS,192,Bass,37134,ARCHER,Bridget Kathleen,4,Y,Y,LP,Liberal,21377,463,72,495,4850,27257,-2.6
TAS,192,Bass,36814,BAKER,Alison,5,N,N,AJP,Animal Justice Party,739,25,5,18,182,969,-1.02
TAS,192,Bass,37003,HUMBLE,Stephen,6,N,N,LDP,Liberal Democrats,583,19,1,24,105,732,1.07
TAS,192,Bass,36111,SQUIBB,Kyle,7,N,N,UAPP,United Australia Party,916,29,10,33,152,1140,-3.2
TAS,192,Bass,37601,DAVY,Melanie,8,N,N,ON,Pauline Hanson's One Nation,2654,94,6,64,412,3230,4.71
TAS,192,Bass,37226,HART,Ross,9,N,N,ALP,Australian Labor Party,15836,307,51,388,3048,19630,-6.13
TAS,192,Bass,999,Informal,Informal,999,N,N,,Informal,3825,93,14,70,322,4324,1.43
TAS,193,Braddon,37618,MINEUR,Ludo,1,N,N,ON,Pauline Hanson's One Nation,2623,53,7,76,306,3065,-1.2
TAS,193,Braddon,37292,BRIGGS,Darren,2,N,N,GRN,The Greens,3899,102,13,176,555,4745,1.88
TAS,193,Braddon,37137,PEARCE,Gavin,3,Y,Y,LP,Liberal,26464,372,39,595,3672,31142,6.22
TAS,193,Braddon,37111,RANKIN,Scott,4,N,N,TLOC,The Local Party,615,19,0,21,64,719,1.02
TAS,193,Braddon,37231,LYNCH,Chris,5,N,N,ALP,Australian Labor Party,13649,180,30,323,1704,15886,-9.56
TAS,193,Braddon,36113,BOBBERMIEN,Darren Scott,6,N,N,UAPP,United Australia Party,836,23,6,31,104,1000,-2.26
TAS,193,Braddon,37622,GARLAND,Craig Anthony,7,N,N,IND,Independent,4945,96,16,88,393,5538,7.84
TAS,193,Braddon,36816,MARTIN,Keone Patrick,8,N,N,AJP,Animal Justice Party,457,13,1,15,80,566,0.8
TAS,193,Braddon,37353,LEHMANN,Sophie,9,N,N,JLN,Jacqui Lambie Network,5867,94,16,137,852,6966,9.87
TAS,193,Braddon,36989,WHITE,Duncan,10,N,N,LDP,Liberal Democrats,839,21,3,28,80,971,1.38
TAS,193,Braddon,999,Informal,Informal,999,N,N,,Informal,5393,67,17,71,310,5858,0.58
TAS,319,Clark,37607,CAMERON,Michelle,1,N,N,ON,Pauline Hanson's One Nation,1288,109,11,62,245,1715,2.6
TAS,319,Clark,37267,DAVIS,Simon,2,N,N,ALP,Australian Labor Party,9576,466,44,475,1803,12364,-1.46
TAS,319,Clark,36995,RAMSDEN,Ian,3,N,N,LDP,Liberal Democrats,575,34,2,53,75,739,1.12
TAS,319,Clark,37141,COATS,Will,4,N,N,LP,Liberal,7616,391,19,468,1947,10441,-1.52
TAS,319,Clark,37298,SHELLEY,Janet,5,N,N,GRN,The Greens,7079,437,52,436,857,8861,3.88
TAS,319,Clark,33553,WILKIE,Andrew,6,Y,Y,IND,Independent,23119,916,80,1090,4800,30005,-4.51
TAS,319,Clark,36817,DAVIES,Casey,7,N,N,AJP,Animal Justice Party,607,53,6,30,132,828,1.26
TAS,319,Clark,36115,GALLOWAY,Sandra,8,N,N,UAPP,United Australia Party,720,52,7,46,116,941,-1.36
TAS,319,Clark,999,Informal,Informal,999,N,N,,Informal,2421,123,12,100,268,2924,1.81
TAS,195,Franklin,37109,BATEMAN,Anna,1,N,N,TLOC,The Local Party,2883,111,18,100,423,3535,4.96
TAS,195,Franklin,37272,COLLINS,Julie,2,Y,Y,ALP,Australian Labor Party,20747,707,92,757,3844,26147,-7.3
TAS,195,Franklin,36982,PITT,Duane,3,N,N,LDP,Liberal Democrats,1164,48,10,51,161,1434,2.01
TAS,195,Franklin,37608,HINDLEY,Steve,4,N,N,ON,Pauline Hanson's One Nation,1579,88,7,88,271,2033,2.85
TAS,195,Franklin,36117,MATTHEWS,Lisa,5,N,N,UAPP,United Australia Party,1107,69,6,44,154,1380,-4.76
TAS,195,Franklin,37373,HANNAN,Chris,6,N,N,JLN,Jacqui Lambie Network,3093,136,13,171,802,4215,5.92
TAS,195,Franklin,37140,JOHNSON,Kristy Maree,7,N,N,LP,Liberal,14374,481,40,584,3569,19048,-4.54
TAS,195,Franklin,36825,LOVE,Katrina,8,N,N,AJP,Animal Justice Party,816,50,7,36,188,1097,1.54
TAS,195,Franklin,37306,DARKO,Jade,9,N,N,GRN,The Greens,9778,581,51,454,1506,12370,1.11
TAS,195,Franklin,999,Informal,Informal,999,N,N,,Informal,3174,110,19,72,321,3696,1.78
TAS,196,Lyons,37139,BOWER,Susie,1,N,N,LP,Liberal,20895,1090,62,517,4732,27296,13.04
TAS,196,Lyons,36999,GRIFFITHS,Rhys,2,N,N,LDP,Liberal Democrats,954,70,2,26,136,1188,1.62
TAS,196,Lyons,37276,MITCHELL,Brian,3,Y,Y,ALP,Australian Labor Party,16657,856,68,381,3333,21295,-7.42
TAS,196,Lyons,36829,GRALTON,Anna Megan,4,N,N,AJP,Animal Justice Party,989,75,4,33,211,1312,1.79
TAS,196,Lyons,36120,EVANS,Jason,5,N,N,UAPP,United Australia Party,1580,115,11,40,230,1976,-3.41
TAS,196,Lyons,37374,PFITZNER,Troy Robert,6,N,N,JLN,Jacqui Lambie Network,6148,372,26,144,1272,7962,10.86
TAS,196,Lyons,37613,GOYNE,Emma Jane,7,N,N,ON,Pauline Hanson's One Nation,3072,194,16,91,554,3927,-2.78
TAS,196,Lyons,37315,JOHNSTONE,Liz,8,N,N,GRN,The Greens,6369,575,38,259,1141,8382,1.98
TAS,196,Lyons,999,Informal,Informal,999,N,N,,Informal,4237,243,20,69,363,4932,1.73
VIC,197,Aston,35983,SPELMAN,Rebekah Jane,1,N,N,UAPP,United Australia Party,4702,291,13,272,712,5990,2.49
VIC,197,Aston,36704,TUDGE,Alan,2,Y,Y,LP,Liberal,32251,870,68,1213,7858,42260,-11.64
VIC,197,Aston,36489,COOKSON,Asher,3,N,N,GRN,The Greens,9046,555,39,486,1729,11855,3.22
VIC,197,Aston,36181,BRUCE,Ryan,4,N,N,TNL,TNL,707,43,1,41,181,973,0.99
VIC,197,Aston,37636,IBBOTSON,Craig,5,N,N,ON,Pauline Hanson's One Nation,2136,160,9,158,559,3022,3.08
VIC,197,Aston,36938,ROCHE,Liam,6,N,N,LDP,Liberal Democrats,1596,94,8,103,310,2111,2.15
VIC,197,Aston,36377,DOYLE,Mary,7,N,N,ALP,Australian Labor Party,24897,815,61,980,5196,31949,2.74
VIC,197,Aston,999,Informal,Informal,999,N,N,,Informal,2700,107,7,103,403,3320,-0.41
VIC,198,Ballarat,36491,BARNES,John,1,N,N,GRN,The Greens,11143,551,36,662,1684,14076,5.61
VIC,198,Ballarat,36703,GREEN,Ben,2,N,N,LP,Liberal,20943,507,54,955,3683,26142,-4.57
VIC,198,Ballarat,33575,GRAHAM,Alex,3,N,N,IND,Independent,1514,92,4,109,325,2044,0.85
VIC,198,Ballarat,37442,SEDGMAN,Kerryn,4,N,N,CYA,Australian Federation Party,556,35,5,22,64,682,0.71
VIC,198,Ballarat,35985,PRYSE-SMITH,Terri Elizabeth,5,N,N,UAPP,United Australia Party,3051,118,16,159,349,3693,-0.77
VIC,198,Ballarat,37733,TAXIS,Rosalie,6,N,N,ON,Pauline Hanson's One Nation,2590,119,18,162,587,3476,3.6
VIC,198,Ballarat,36993,McGRATH,Julia,7,N,N,LDP,Liberal Democrats,2650,77,8,118,363,3216,3.33
VIC,198,Ballarat,36409,KING,Catherine,8,Y,Y,ALP,Australian Labor Party,34379,765,92,1274,6661,43171,-2.15
VIC,198,Ballarat,999,Informal,Informal,999,N,N,,Informal,4366,139,13,142,449,5109,0.83
VIC,200,Bendigo,37782,LAURIE,James,1,N,N,IND,Independent,3483,113,19,160,544,4319,4.33
VIC,200,Bendigo,36424,CHESTERS,Lisa,2,Y,Y,ALP,Australian Labor Party,35159,679,96,1157,5792,42883,-0.63
VIC,200,Bendigo,36706,SCHADE,Darin,3,N,N,LP,Liberal,21483,388,47,859,3799,26576,-5.15
VIC,200,Bendigo,36499,SINCLAIR,Cate,4,N,N,GRN,The Greens,11562,440,38,584,1402,14026,3.15
VIC,200,Bendigo,36895,BANSEMER,Matt,5,N,N,LDP,Liberal Democrats,2522,50,8,83,225,2888,2.89
VIC,200,Bendigo,37758,MIHAIL,Ben,6,N,N,ON,Pauline Hanson's One Nation,4468,143,20,181,696,5508,-0.72
VIC,200,Bendigo,35980,SUARES,Elijah,7,N,N,UAPP,United Australia Party,3004,102,5,149,319,3579,-0.74
VIC,200,Bendigo,999,Informal,Informal,999,N,N,,Informal,3255,88,10,105,306,3764,-0.46
VIC,201,Bruce,36886,SKROBO,Christine,1,N,N,LDP,Liberal Democrats,3519,296,13,267,726,4821,5.06
VIC,201,Bruce,35987,BABET,Matt,2,N,N,UAPP,United Australia Party,6226,449,22,366,1236,8299,4.61
VIC,201,Bruce,37641,DEANS,Hayley,3,N,N,ON,Pauline Hanson's One Nation,3136,239,16,236,917,4544,3.75
VIC,201,Bruce,36413,HILL,Julian,4,Y,Y,ALP,Australian Labor Party,29398,1346,129,1505,7138,39516,-6.57
VIC,201,Bruce,36769,MOODY,James,5,N,N,LP,Liberal,20781,934,65,1146,5911,28837,-5.43
VIC,201,Bruce,36505,KIRWAN,Matthew,6,N,N,GRN,The Greens,6602,627,33,486,1525,9273,2.1
VIC,201,Bruce,999,Informal,Informal,999,N,N,,Informal,3482,230,29,130,450,4321,-0.76
VIC,203,Calwell,37626,PRESTON,Mark,1,N,N,ON,Pauline Hanson's One Nation,4355,327,36,241,998,5957,7.01
VIC,203,Calwell,36705,STAKER-GUNN,Tim,2,N,N,LP,Liberal,15181,753,134,715,3328,20111,-0.63
VIC,203,Calwell,36530,ABBOUD,Natalie,3,N,N,GRN,The Greens,6210,466,41,330,1230,8277,3.01
VIC,203,Calwell,36419,VAMVAKINOU,Maria,4,Y,Y,ALP,Australian Labor Party,29353,1190,244,1175,6165,38127,-9.57
VIC,203,Calwell,35994,NAIM,Joshua,5,N,N,UAPP,United Australia Party,5835,360,51,253,1079,7578,5.45
VIC,203,Calwell,36640,SMALL,Jerome,6,N,N,VNS,Victorian Socialists,3091,76,32,67,167,3433,-0.74
VIC,203,Calwell,37441,BENGTSSON,Maria,7,N,N,CYA,Australian Federation Party,1163,71,12,55,211,1512,1.78
VIC,203,Calwell,999,Informal,Informal,999,N,N,,Informal,4807,252,41,118,506,5724,-3.03
VIC,204,Casey,36514,GAME,Jenny,1,N,N,GRN,The Greens,9779,649,40,585,1841,12894,1.99
VIC,204,Casey,37729,COLE,Craig,2,N,N,IND,Independent,2898,96,17,87,357,3455,3.47
VIC,204,Casey,36699,KLOP,Andrew,3,N,N,AJP,Animal Justice Party,1228,101,7,81,427,1844,-1.23
VIC,204,Casey,36711,VIOLI,Aaron,4,Y,N,LP,Liberal,27050,788,86,979,7444,36347,-8.74
VIC,204,Casey,36379,BRINDLE,Bill,5,N,N,ALP,Australian Labor Party,19196,728,67,772,4016,24779,-3.78
VIC,204,Casey,37634,MURPHY,Paul,6,N,N,ON,Pauline Hanson's One Nation,2418,165,16,127,534,3260,3.23
VIC,204,Casey,37849,FIELD,Chris,7,N,N,CYA,Australian Federation Party,543,28,2,15,98,686,0.69
VIC,204,Casey,36879,SMITH,Trevor Walter,8,N,N,LDP,Liberal Democrats,1557,87,4,78,282,2008,2.02
VIC,204,Casey,37288,SULLIVAN,Peter,9,N,N,DHJP,Derryn Hinch's Justice Party,776,54,3,42,332,1207,-2.11
VIC,204,Casey,36003,BELLVE,Anthony Sebastian,10,N,N,UAPP,United Australia Party,3793,188,22,180,651,4834,2.24
VIC,204,Casey,36746,FERRES MILES,Claire,11,N,N,IND,Independent,6714,195,24,216,1158,8307,8.34
VIC,204,Casey,999,Informal,Informal,999,N,N,,Informal,5453,264,26,211,698,6652,-0.18
VIC,205,Chisholm,36709,LIU,Gladys,1,N,Y,LP,Liberal,24506,834,93,1121,8484,35038,-7.7
VIC,205,Chisholm,37319,STANFIELD,Thomas,2,N,N,DHJP,Derryn Hinch's Justice Party,533,43,3,39,328,946,-0.45
VIC,205,Chisholm,37796,ANTONIE,Anthea,3,N,N,CYA,Australian Federation Party,418,25,1,24,99,567,0.59
VIC,205,Chisholm,37680,TYRRELL,Aaron,4,N,N,ON,Pauline Hanson's One Nation,952,71,4,85,265,1377,1.43
VIC,205,Chisholm,36701,WHITFIELD,Rod,5,N,N,AJP,Animal Justice Party,730,54,5,56,277,1122,-0.09
VIC,205,Chisholm,35969,DARE,Ryan,6,N,N,CEC,Citizens Party,257,18,1,8,100,384,0.4
VIC,205,Chisholm,36884,KING,Ethelyn,7,N,N,LDP,Liberal Democrats,1147,83,5,77,308,1620,1.68
VIC,205,Chisholm,36524,NEWMAN,Sarah,8,N,N,GRN,The Greens,8970,657,32,547,1924,12130,1.94
VIC,205,Chisholm,35988,KEMPSON,Melanie Merle,9,N,N,UAPP,United Australia Party,1694,118,12,107,364,2295,0.22
VIC,205,Chisholm,37675,MURPHY,Dominique,10,N,N,IND,Independent,1217,63,1,53,256,1590,1.65
